Parent Description
Estimated resident population - year ended 30 June
Estimated resident population - year ended 30 June
Estimated resident population - year ended 30 June
Estimated resident population - year ended 30 June
Estimated resident population - year ended 30 June
Estimated resident population - year ended 30 June
Estimated resident population - year ended 30 June
Estimated resident population - year ended 30 June
Estimated resident population - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Males - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Females - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Estimated resident population - Persons - year ended 30 June
Births and deaths - year ended 31 December
Births and deaths - year ended 31 December
Births and deaths - year ended 31 December
Births and deaths - year ended 31 December
Internal and overseas migration - at 30 June
Internal and overseas migration - at 30 June
Internal and overseas migration - at 30 June
Internal and overseas migration - at 30 June
Internal and overseas migration - at 30 June
Internal and overseas migration - at 30 June
Aboriginal and Torres Strait Islander Peoples - Census
Aboriginal and Torres Strait Islander Peoples - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Overseas born population - Census
Religious affiliation - Census
Religious affiliation - Census
Religious affiliation - Census
Religious affiliation - Census
Religious affiliation - Census
Religious affiliation - Census
Religious affiliation - Census
Religious affiliation - Census
Australian citizenship - Census
Australian citizenship - Census
Australian citizenship - Census
Australian citizenship - Census
Australian citizenship - Census
Australian citizenship - Census
Speaks a language other than English at home - Census
Speaks a language other than English at home - Census
Australian Defence Force service - Persons aged 15 years and over - Census
Australian Defence Force service - Persons aged 15 years and over - Census
Australian Defence Force service - Persons aged 15 years and over - Census
Australian Defence Force service - Persons aged 15 years and over - Census
